Protein.Group,Protein.Names,Genes,First.Protein.Description,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_1.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_2.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_3.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_4.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_5.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_6.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_7.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_8.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_9.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_10.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_11.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_12.raw
Q9P2K5,MYEF2_HUMAN,MYEF2,Myelin expression factor 2,860317,836620,733960,782932,840990,881668,826762,767974,791929,866858,780082,810240
Q9P2L0,WDR35_HUMAN,WDR35,WD repeat-containing protein 35,,,,,,,,,,,,34048.1
Q9P2N7,KLH13_HUMAN,KLHL13,Kelch-like protein 13,,,78277.5,,465229,451767,557206,381593,949673,928333,602473,908240
Q9P2P1,NYNRI_HUMAN,NYNRIN,Protein NYNRIN,,,,,,211133,183530,,,229630,349003,441673
Q9P2R3,ANFY1_HUMAN,ANKFY1,Rabankyrin-5,1560010,900127,1154580,758904,1146610,1603060,1360680,1358030,1436500,1367430,1177730,1736310
Q9P2R7,SUCB1_HUMAN,SUCLA2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",221765,,,,2591860,2448080,2603850,2285490,1337370,1536180,1742380,1724530
Q9P2W9,STX18_HUMAN,STX18,Syntaxin-18,,,,,1070110,1019460,706415,746146,1031710,965900,859993,927862
Q9P2X0,DPM3_HUMAN,DPM3,Dolichol-phosphate mannosyltransferase subunit 3,,,,,998007,864407,1010320,759000,1656100,1563090,1650310,1592080
Q9P2Y5,UVRAG_HUMAN,UVRAG,UV radiation resistance-associated gene protein,,,,,171315,140779,119018,,,,65841.7,
Q9UBB4,ATX10_HUMAN,ATXN10,Ataxin-10,70743.4,174528,,144667,1981740,2417590,2709910,1889230,2553480,2196350,2441540,2215930
Q9UBB6,NCDN_HUMAN,NCDN,Neurochondrin,,,,,1183840,864702,966350,650762,524600,1110200,995575,973316
Q9UBB9,TFP11_HUMAN,TFIP11,Tuftelin-interacting protein 11,,66867.8,69510.1,55456.1,102945,83980.3,91062,104171,91336.3,163073,87249.9,101642
Q9UBC2,EP15R_HUMAN,EPS15L1,Epidermal growth factor receptor substrate 15-like 1,917964,677118,720507,778014,784219,738436,994762,644356,636675,863886,763367,994122
Q9UBD5,ORC3_HUMAN,ORC3,Origin recognition complex subunit 3,,,,,97955.6,66640,76824.2,,,83253.6,125320,
Q9UBE0,SAE1_HUMAN,SAE1,SUMO-activating enzyme subunit 1,,,,2354550,7878490,4288680,5948790,3503460,7447060,4099560,3790190,4517130
Q9UBF2,COPG2_HUMAN,COPG2,Coatomer subunit gamma-2,857019,808335,1108250,846786,3255070,3315280,3157030,2788520,2503410,2606320,2371820,2329000
Q9UBF8,PI4KB_HUMAN,PI4KB,Phosphatidylinositol 4-kinase beta,1179660,1094140,1013860,1015010,794695,1006990,1066100,960682,1032720,,1096070,845091
Q9UBG3,CRNN_HUMAN,CRNN,Cornulin,,,645086,204170,,,,,,479424,,
Q9UBH6,S53A1_HUMAN,XPR1,Solute carrier family 53 member 1,,,,,322245,,,,998961,895075,946342,929497
Q9UBI9,HDC_HUMAN,HECA,Headcase protein homolog,,109006,,63125.7,,106201,106012,,125645,142552,124688,105554
Q9UBK7;Q9UNT1,RBL2A_HUMAN;RBL2B_HUMAN,RABL2A;RABL2B,Rab-like protein 2A,,,,,710547,638890,594907,548200,301684,404531,,
Q9UBM7,DHCR7_HUMAN,DHCR7,7-dehydrocholesterol reductase,1639150,1873510,1518740,1710490,23306500,24549200,25010400,22003500,29827900,31027900,28904200,25955800
Q9UBP0,SPAST_HUMAN,SPAST,Spastin,8252150,6163880,5784870,6661380,4611390,4731790,5778750,5135860,5860940,6255870,6156720,6197210
Q9UBQ0,VPS29_HUMAN,VPS29,Vacuolar protein sorting-associated protein 29,448855,414100,496821,411889,722502,786661,589076,745355,675726,815167,753872,687249
Q9UBQ5,EIF3K_HUMAN,EIF3K,Eukaryotic translation initiation factor 3 subunit K,1852860,1388900,1233860,1309760,1796310,1559950,2116120,1646670,1948980,2120610,2052400,2330990
Q9UBQ6,EXTL2_HUMAN,EXTL2,Exostosin-like 2,,,,,3393000,3421740,3291580,3247270,2439390,2743880,2791750,2360930
Q9UBR2,CATZ_HUMAN,CTSZ,Cathepsin Z,653804,585620,470955,568889,593442,590016,643679,617692,650880,645263,508958,596101
Q9UBR5,CKLF_HUMAN,CKLF,Chemokine-like factor,,,,,714360,685788,769097,583906,,,523506,456346
Q9UBS3,DNJB9_HUMAN,DNAJB9,DnaJ homolog subfamily B member 9,,,,,,,,,3353420,3272530,3179340,2963390
Q9UBS4,DJB11_HUMAN,DNAJB11,DnaJ homolog subfamily B member 11,1687560,1677040,1500630,1734740,11457900,9938120,11980400,10077900,14573200,14150100,13550700,12503000
Q9UBT2,SAE2_HUMAN,UBA2,SUMO-activating enzyme subunit 2,,709418,597858,769202,837216,977613,1392790,1106880,907980,1109680,1178150,908969
Q9UBU6,FA8A1_HUMAN,FAM8A1,Protein FAM8A1,,,,,3710030,3735170,3190160,3372720,5235860,4876560,4862860,4937350
Q9UBU9,NXF1_HUMAN,NXF1,Nuclear RNA export factor 1,1586080,581346,641761,563784,1416700,1599510,1380980,1521680,593654,659737,595442,621477
Q9UBV2,SE1L1_HUMAN,SEL1L,Protein sel-1 homolog 1,,,,,4657380,2903050,3508330,2975660,20213500,25181700,18140900,30340500
Q9UBV7,B4GT7_HUMAN,B4GALT7,"Beta-1,4-galactosyltransferase 7",,169991,,,7581630,7976620,6475230,7212930,15060200,13575500,13813500,14420800
Q9UBW5,BIN2_HUMAN,BIN2,Bridging integrator 2,1147080,1021680,826097,,,1142680,985933,908126,905898,1134050,974650,1193950
Q9UBW7,ZMYM2_HUMAN,ZMYM2,Zinc finger MYM-type protein 2,,,,339814,838144,176840,159700,205922,587998,500296,547283,130723
Q9UBX3,DIC_HUMAN,SLC25A10,Mitochondrial dicarboxylate carrier,5637880,6211100,6124340,5032550,79403000,86948400,82721100,84494400,36475100,36830600,38836300,40030100
Q9UBX5,FBLN5_HUMAN,FBLN5,Fibulin-5,1276000,1352680,1419610,1279500,1412600,1349330,1881650,1497440,1658040,1757250,1711700,1462370
Q9UBZ4,APEX2_HUMAN,APEX2,DNA-(apurinic or apyrimidinic site) endonuclease 2,60735.3,75115.6,53007.6,40295.6,70027.4,65161.8,108807,59548.8,81443.8,88082.4,63395.9,98221.6
Q9UDW1,QCR9_HUMAN,UQCR10,Cytochrome b-c1 complex subunit 9,,,,,3567190,3277090,2553680,2926380,2153970,2346090,1868240,1429420
Q9UDX5,MTFP1_HUMAN,MTFP1,Mitochondrial fission process protein 1,,,,171695,6246870,2298970,2997000,3139650,2003730,1580980,1743760,2020990
Q9UET6,TRM7_HUMAN,FTSJ1,tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase,,,,,646602,595956,423792,439433,420201,,406887,423741
Q9UEU0,VTI1B_HUMAN,VTI1B,Vesicle transport through interaction with t-SNAREs homolog 1B,,,,,191470,201976,219377,269933,137932,,145475,
Q9UFF9,CNOT8_HUMAN,CNOT8,CCR4-NOT transcription complex subunit 8,307875,231294,257323,242133,700600,822080,783411,568880,552706,422572,447161,504005
Q9UFN0,NPS3A_HUMAN,NIPSNAP3A,Protein NipSnap homolog 3A,,,,,,155233,130963,,,135210,79922.9,
Q9UFW8,CGBP1_HUMAN,CGGBP1,CGG triplet repeat-binding protein 1,1395950,1415390,1221950,1242570,1223700,977960,1410720,938253,1144270,1831540,1412480,1540670
Q9UG56,PISD_HUMAN,PISD,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",942239,1086390,,,3394790,2956720,3259660,3153310,3154480,3558410,2035010,2592370
Q9UG63,ABCF2_HUMAN,ABCF2,ATP-binding cassette sub-family F member 2,2273670,1791390,1903760,1987970,5260560,5321240,4861420,4489420,4145410,4869990,4288800,4946470
Q9UGH3,S23A2_HUMAN,SLC23A2,Solute carrier family 23 member 2,,,,,274821,245620,353230,,449255,459763,386563,369622
Q9UGI8,TES_HUMAN,TES,Testin,,,,,104562,166121,222730,151616,267197,285435,255909,215489
Q9UGJ1,GCP4_HUMAN,TUBGCP4,Gamma-tubulin complex component 4,,,409913,545015,3575510,3682510,5107860,3873410,2471980,2946040,2737330,3005080
Q9UGN5,PARP2_HUMAN,PARP2,Poly [ADP-ribose] polymerase 2,1854110,1457460,1247920,1303770,1364520,1396800,1693020,1162500,1561670,1700330,1737300,1733600
Q9UGP4,LIMD1_HUMAN,LIMD1,LIM domain-containing protein 1,148962,173564,,,550042,535272,526376,447613,453174,490560,,64684.3
Q9UGP8,SEC63_HUMAN,SEC63,Translocation protein SEC63 homolog,,,,,2200030,2352680,2153810,2496750,21815500,21880200,20753300,22460000
Q9UGQ3,GTR6_HUMAN,SLC2A6,"Solute carrier family 2, facilitated glucose transporter member 6",,,,,,,,,1421790,974028,1497380,1590170
Q9UGY1,NOL12_HUMAN,NOL12,Nucleolar protein 12,284898,597728,538152,505305,464644,524116,699494,613970,553014,730540,691996,830508
Q9UH62,ARMX3_HUMAN,ARMCX3,Armadillo repeat-containing X-linked protein 3,,,,,,1268550,1573710,1538670,1107390,998722,1337540,1158890
Q9UH99,SUN2_HUMAN,SUN2,SUN domain-containing protein 2,,,,696007,3817350,3221680,4047860,3280880,18158800,16016800,11594700,11227300
Q9UHA4,LTOR3_HUMAN,LAMTOR3,Ragulator complex protein LAMTOR3,,,,,828168,591495,224785,297957,726514,653385,,
Q9UHB9,SRP68_HUMAN,SRP68,Signal recognition particle subunit SRP68,538350,482386,450637,431699,555632,464451,469362,560214,492537,474780,457949,392517
Q9UHD2,TBK1_HUMAN,TBK1,Serine/threonine-protein kinase TBK1,198889,156736,171817,187744,523537,530103,561553,462266,446210,463411,442773,442649
Q9UHD8,SEPT9_HUMAN,SEPTIN9,Septin-9,881242,842900,783697,846144,1301060,1037520,1319930,964703,939444,1113660,1137980,982790
Q9UHF1,EGFL7_HUMAN,EGFL7,Epidermal growth factor-like protein 7,,,,,3755950,2964500,3448230,2765410,8029730,11426400,8455090,11462900
Q9UHG3,PCYOX_HUMAN,PCYOX1,Prenylcysteine oxidase 1,,,,,419489,561441,441375,366686,1293160,1364610,1200570,1195970
Q9UHI5,LAT2_HUMAN,SLC7A8,Large neutral amino acids transporter small subunit 2,,,,,,,,,844085,698064,767643,616393
Q9UHI6,DDX20_HUMAN,DDX20,Probable ATP-dependent RNA helicase DDX20,567699,440350,396015,418629,3167050,3055060,3172280,2678700,3217680,3384040,3244590,3067510
Q9UHI8,ATS1_HUMAN,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,,,,,2568830,2579880,2939970,2462380,8195570,8317800,8617030,7562480
Q9UHN6,CEIP2_HUMAN,CEMIP2,Inactive cell surface hyaluronidase CEMIP2,,,,,232749,,273063,,207194,173738,195318,162320
Q9UHQ9,NB5R1_HUMAN,CYB5R1,NADH-cytochrome b5 reductase 1,,,,,1354130,1153300,1278540,1367330,1360070,1350700,1217160,1217970
Q9UHR4,BI2L1_HUMAN,BAIAP2L1,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1,158715,74335.2,66475.8,95701.2,95563,92094.7,147293,,160883,147686,122176,143967
Q9UHR5,S30BP_HUMAN,SAP30BP,SAP30-binding protein,2506290,1818340,1802730,2257880,1799280,1312590,1677930,1510270,1845880,2018240,1729980,1762330
Q9UHR6,ZNHI2_HUMAN,ZNHIT2,Zinc finger HIT domain-containing protein 2,1086220,1049220,1497320,1192560,1771680,2052760,2379470,1599160,1582130,1587780,2008040,1692580
Q9UHX1,PUF60_HUMAN,PUF60,Poly(U)-binding-splicing factor PUF60,16116200,13413600,12600000,12325100,12737800,10399200,14389900,13581900,11602100,12806400,11245400,11828900
Q9UHY8,FEZ2_HUMAN,FEZ2,Fasciculation and elongation protein zeta-2,,179065,,161417,3729200,2998270,2187190,1595670,1500860,1483200,1047930,1069410
Q9UI09,NDUAC_HUMAN,NDUFA12,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,,,,,1446060,1374140,1562130,1426720,563512,559365,496533,475610
Q9UI12,VATH_HUMAN,ATP6V1H,V-type proton ATPase subunit H,398720,226956,139803,146974,940880,944498,1160560,733519,587304,716158,720240,664936
Q9UI26,IPO11_HUMAN,IPO11,Importin-11,284741,,174954,,2285280,2316470,2474110,1962330,2367220,1822990,1440400,1520480
Q9UI30,TR112_HUMAN,TRMT112,Multifunctional methyltransferase subunit TRM112-like protein,,,,,881387,1013830,989947,1034380,842891,945816,918347,836964
Q9UI43,MRM2_HUMAN,MRM2,"rRNA methyltransferase 2, mitochondrial",739099,578541,536332,603654,589089,634008,903244,594969,234446,212601,324760,
Q9UI95,MD2L2_HUMAN,MAD2L2,Mitotic spindle assembly checkpoint protein MAD2B,,,,,,,442860,,,,,
Q9UIA9,XPO7_HUMAN,XPO7,Exportin-7,591638,522532,487597,481491,1325040,1296870,1583420,1309020,1170290,1210690,997614,972904
Q9UID3,VPS51_HUMAN,VPS51,Vacuolar protein sorting-associated protein 51 homolog,,,,153565,616764,556471,649502,545885,584968,508267,493989,432114
Q9UII4,HERC5_HUMAN,HERC5,E3 ISG15--protein ligase HERC5,215528,278889,417839,332957,511889,470327,364759,520885,610401,480444,407188,484101
Q9UIQ6,LCAP_HUMAN,LNPEP,Leucyl-cystinyl aminopeptidase,,,,,1283210,926216,934001,935008,3771370,3757440,3610810,3855870
Q9UIW2,PLXA1_HUMAN,PLXNA1,Plexin-A1,,,,,,444305,439195,,537025,486050,448739,373440
Q9UJ14,GGT7_HUMAN,GGT7,Glutathione hydrolase 7,,,,,236696,,,186567,,261111,,279917
Q9UJ70,NAGK_HUMAN,NAGK,N-acetyl-D-glucosamine kinase,,,182083,,492403,439536,515771,280567,,402599,228862,
Q9UJA2,CRLS1_HUMAN,CRLS1,Cardiolipin synthase (CMP-forming),,,,,331026,386323,242455,279995,263562,255095,233776,187732
Q9UJC3,HOOK1_HUMAN,HOOK1,Protein Hook homolog 1,,,,,92491.8,134516,164774,134058,132583,169671,,167286
Q9UJH8,METRN_HUMAN,METRN,Meteorin,,,,,,,,,392600,330990,421311,307586
Q9UJK0,TSR3_HUMAN,TSR3,18S rRNA aminocarboxypropyltransferase,3736160,3093100,2815970,2899740,2743940,2327370,2924800,2481470,2911540,3271600,3008710,3109100
Q9UJN7,ZN391_HUMAN,ZNF391,Zinc finger protein 391,,,,,,,,,782578,1036580,1099930,1194840
Q9UJS0,S2513_HUMAN,SLC25A13,"Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial",4120820,4211560,3862460,3904870,81404700,75857000,78123500,74144100,26239900,27138500,25412500,28046000
Q9UJT1,TBD_HUMAN,TUBD1,Tubulin delta chain,,,,,254217,,258161,252003,266930,290073,251286,240434
Q9UJU6,DBNL_HUMAN,DBNL,Drebrin-like protein,,,,,,,211892,,,,,197493
Q9UJV9,DDX41_HUMAN,DDX41,Probable ATP-dependent RNA helicase DDX41,32157700,26232900,49550500,22714100,30486800,64235800,40204600,20362200,50252500,25066500,31445000,36309300
Q9UJX2,CDC23_HUMAN,CDC23,Cell division cycle protein 23 homolog,291847,303461,286115,268605,701275,654487,663945,538102,523082,508666,494546,398393
Q9UJX3,APC7_HUMAN,ANAPC7,Anaphase-promoting complex subunit 7,,,,,255609,,220458,,317560,262891,347019,279616
Q9UJX4,APC5_HUMAN,ANAPC5,Anaphase-promoting complex subunit 5,,,,,916484,766834,895798,636282,332170,504086,464202,501984
Q9UJX6,ANC2_HUMAN,ANAPC2,Anaphase-promoting complex subunit 2,119338,143869,146503,179840,276975,235851,228869,252478,205587,259218,248789,243230
Q9UJZ1,STML2_HUMAN,STOML2,"Stomatin-like protein 2, mitochondrial",,,,114945,733382,677118,825240,702724,770924,668289,599857,612226
Q9UK28,TM59L_HUMAN,TMEM59L,Transmembrane protein 59-like,,,,,421178,269820,453068,235423,552935,566004,553258,560772
Q9UK33,ZN580_HUMAN,ZNF580,Zinc finger protein 580,,,,,,,,,,,201651,157053
Q9UK39,NOCT_HUMAN,NOCT,Nocturnin,,,,,439392,391004,,,,,,
Q9UK58,CCNL1_HUMAN,CCNL1,Cyclin-L1,596159,573430,549856,416147,303663,453229,446700,522229,404355,376847,403769,367534
Q9UK61,TASOR_HUMAN,TASOR,Protein TASOR,,,,,,61313.9,,,,,,
Q9UK97,FBX9_HUMAN,FBXO9,F-box only protein 9,,,,,,,312703,,,,,
Q9UKA2,FBXL4_HUMAN,FBXL4,F-box/LRR-repeat protein 4,,,,,70056.5,67817.6,78620,85075.4,47656.1,54920.8,,45089.4
Q9UKA9,PTBP2_HUMAN,PTBP2,Polypyrimidine tract-binding protein 2,1040980,,736237,749273,1121360,1353160,1605410,,1533120,,,1367070
Q9UKD2,MRT4_HUMAN,MRTO4,mRNA turnover protein 4 homolog,319674,209108,212816,227543,216894,272618,264777,248451,343513,260334,253782,279300
Q9UKF6,CPSF3_HUMAN,CPSF3,Cleavage and polyadenylation specificity factor subunit 3,619669,567302,556950,473565,835891,690526,620327,639564,882608,849259,690899,800505
Q9UKG1,DP13A_HUMAN,APPL1,DCC-interacting protein 13-alpha,175018,199415,158403,162621,206018,176256,204646,155973,204503,216082,207699,190188
Q9UKJ3,GPTC8_HUMAN,GPATCH8,G patch domain-containing protein 8,293133,255231,195544,126639,262879,168426,332757,208153,372192,410343,433221,407956
Q9UKK9,NUDT5_HUMAN,NUDT5,ADP-sugar pyrophosphatase,128206,102240,128283,104315,85158.9,80446.2,66874.2,,49262.4,,67717.8,49702.1
Q9UKM7,MA1B1_HUMAN,MAN1B1,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",363806,663642,348668,521469,7859950,8283360,7060800,7189010,7253200,6131330,7641240,6124670
Q9UKN8,TF3C4_HUMAN,GTF3C4,General transcription factor 3C polypeptide 4,,,,42563.8,180380,160071,256226,158962,,106945,103626,116701
Q9UKP6,UR2R_HUMAN,UTS2R,Urotensin-2 receptor,,,,,,,116704,,361973,396716,312474,340320
Q9UKT4,FBX5_HUMAN,FBXO5,F-box only protein 5,,143709,,,,,,,291561,,331947,304306
Q9UKT7,FBXL3_HUMAN,FBXL3,F-box/LRR-repeat protein 3,,,,,292063,238364,362700,263618,260712,266030,223016,
Q9UKU6,TRHDE_HUMAN,TRHDE,Thyrotropin-releasing hormone-degrading ectoenzyme,,,,,81928.1,59317.5,70544.6,,262868,250273,214827,193021
Q9UKV5,AMFR_HUMAN,AMFR,E3 ubiquitin-protein ligase AMFR,,,,,1475780,1464110,1589680,1337980,2455610,2291930,2336300,2332640
Q9UKV8,AGO2_HUMAN,AGO2,Protein argonaute-2,398018,370437,,296631,308440,247535,467538,386566,431531,428279,447306,394769
Q9UKY4,POMT2_HUMAN,POMT2,Protein O-mannosyl-transferase 2,,,,,935809,818836,747140,831874,2915070,2399710,2819360,2024950
Q9UKZ1,CNO11_HUMAN,CNOT11,CCR4-NOT transcription complex subunit 11,72897,55495.2,,,147070,125784,157350,130868,126928,128771,141022,103031
Q9UKZ9,PCOC2_HUMAN,PCOLCE2,Procollagen C-endopeptidase enhancer 2,,,,,,,,,413242,178340,323827,354652
Q9UL01,DSE_HUMAN,DSE,Dermatan-sulfate epimerase,,,,,2381780,1648000,2377240,1559060,5186470,5235210,4733140,4698470
Q9UL03,INT6_HUMAN,INTS6,Integrator complex subunit 6,322329,285954,321257,253561,516576,564778,463923,453919,1960440,1528690,1407840,1421230
Q9UL40,ZN346_HUMAN,ZNF346,Zinc finger protein 346,385858,386526,,314614,,440326,345023,,,,,
Q9UL46,PSME2_HUMAN,PSME2,Proteasome activator complex subunit 2,2784020,3424020,2304620,2487140,2479480,2951000,2574780,2645570,2137410,2462600,2246490,2326930
Q9ULC4,MCTS1_HUMAN,MCTS1,Malignant T-cell-amplified sequence 1,3599660,3484500,3116460,3652420,4039410,4718800,4669640,4376450,3359990,3622980,3415380,4132760
Q9ULF5,S39AA_HUMAN,SLC39A10,Zinc transporter ZIP10,144114,318860,,,1217940,1359120,994952,790411,1107290,535391,776916,836245
Q9ULG6,CCPG1_HUMAN,CCPG1,Cell cycle progression protein 1,,,,,1517230,1327650,1698040,1401170,9247300,9389340,10020200,8710010
Q9ULH0,KDIS_HUMAN,KIDINS220,Kinase D-interacting substrate of 220 kDa,,,,,584757,502169,613125,523165,1468650,1369360,1486110,1451400
Q9ULK0,GRID1_HUMAN,GRID1,"Glutamate receptor ionotropic, delta-1",,,,,,,,,257122,360060,280528,272143
Q9ULK4,MED23_HUMAN,MED23,Mediator of RNA polymerase II transcription subunit 23,548691,385072,458793,467203,3019660,2560630,3070590,2466700,1521130,1749730,1574550,1597150
Q9ULK5,VANG2_HUMAN,VANGL2,Vang-like protein 2,,,,24889.4,200964,266481,265523,258343,108497,117133,71996.5,80891.2
Q9ULM6,CNOT6_HUMAN,CNOT6,CCR4-NOT transcription complex subunit 6,,,,,222488,264155,242029,236295,204354,162969,218105,166676
Q9ULQ1,TPC1_HUMAN,TPCN1,Two pore channel protein 1,,,,,,,,,,,,528547
Q9ULS5,TMCC3_HUMAN,TMCC3,Transmembrane and coiled-coil domain protein 3,,,,,94389.8,,96253.4,,252669,324764,299454,291843
Q9ULX3,NOB1_HUMAN,NOB1,RNA-binding protein NOB1,4396650,3557880,3074880,2660260,7680580,7644360,8197180,7188960,5694770,6691190,5785050,6182750
Q9ULX6,AKP8L_HUMAN,AKAP8L,A-kinase anchor protein 8-like,,,,,1429280,1433370,1822640,1369400,1202130,1248790,1108130,1194830
Q9UM00,TMCO1_HUMAN,TMCO1,Calcium load-activated calcium channel,1290860,1213430,1053940,923815,14127600,14170400,12722500,11650900,13848300,13481000,13052200,10608200
Q9UM13,APC10_HUMAN,ANAPC10,Anaphase-promoting complex subunit 10,1609900,3113000,2907220,2954350,2816830,3429670,3388120,2333890,3857530,3903490,4146970,3416330
Q9UM22,EPDR1_HUMAN,EPDR1,Mammalian ependymin-related protein 1,,,,,,,,,97886,98873.8,,208158
Q9UM47,NOTC3_HUMAN,NOTCH3,Neurogenic locus notch homolog protein 3,,,,,829223,616138,601460,,,,497116,619681
Q9UMF0,ICAM5_HUMAN,ICAM5,Intercellular adhesion molecule 5,,,,,,,,,3427360,3754740,4165040,3781930
Q9UMS4,PRP19_HUMAN,PRPF19,Pre-mRNA-processing factor 19,1754930,1413990,1256170,1205600,1813380,1583810,1802990,1751140,1388820,1616820,1433330,1443380
Q9UN37,VPS4A_HUMAN,VPS4A,Vacuolar protein sorting-associated protein 4A,969735,146321,,,4674940,7573050,8262950,4552600,5732920,5642890,4684120,4255300
Q9UN86,G3BP2_HUMAN,G3BP2,Ras GTPase-activating protein-binding protein 2,185190,111682,,79725.1,,127649,140482,93906.6,70620.5,135032,108934,117042
Q9UNA0,ATS5_HUMAN,ADAMTS5,A disintegrin and metalloproteinase with thrombospondin motifs 5,,,,,,354545,307920,317852,303928,380617,441531,292838
Q9UNE7,CHIP_HUMAN,STUB1,E3 ubiquitin-protein ligase CHIP,248225,301741,277469,265338,1107690,1084060,1200230,1017670,1607980,1730300,1425060,1469640
Q9UNF1,MAGD2_HUMAN,MAGED2,Melanoma-associated antigen D2,190324,201266,260626,,1692700,2112150,2053040,1656860,1143020,1284440,1199320,1014750
Q9UNH7,SNX6_HUMAN,SNX6,Sorting nexin-6,404634,404997,401144,506451,768379,653731,679518,640435,805341,700721,840333,699572
Q9UNM6,PSD13_HUMAN,PSMD13,26S proteasome non-ATPase regulatory subunit 13,7070400,6344450,5714650,5104090,6921970,6561780,7841960,7166080,8585970,9349510,8931130,8877590
Q9UNN8,EPCR_HUMAN,PROCR,Endothelial protein C receptor,,,,,,,,,105187,120519,247018,254776
Q9UNP4,SIAT9_HUMAN,ST3GAL5,"Lactosylceramide alpha-2,3-sialyltransferase",,,,,1611560,1566640,1542700,713669,3039660,4911360,2291720,2870710
Q9UNQ2,DIM1_HUMAN,DIMT1,Probable dimethyladenosine transferase,,189382,191792,242912,216499,,300745,,,,,
Q9UNS1,TIM_HUMAN,TIMELESS,Protein timeless homolog,,,345919,,728497,693483,815994,769196,1531720,1284660,1408550,1289000
Q9UNW1,MINP1_HUMAN,MINPP1,Multiple inositol polyphosphate phosphatase 1,,,,,421196,296014,323519,304437,1007850,995872,971176,925325
Q9UNX4,WDR3_HUMAN,WDR3,WD repeat-containing protein 3,222916,207180,238236,157921,294493,300176,330714,243358,279984,303887,253852,315933
Q9UNY4,TTF2_HUMAN,TTF2,Transcription termination factor 2,200042,148030,,128626,528923,642349,628217,396221,405238,399041,505452,464135
Q9UP38,FZD1_HUMAN,FZD1,Frizzled-1,,,,,,,,,4148830,4068620,3954130,3588380
Q9UP83,COG5_HUMAN,COG5,Conserved oligomeric Golgi complex subunit 5,,,,,300659,277453,322229,290580,406966,394698,367653,361833
Q9UP95,S12A4_HUMAN,SLC12A4,Solute carrier family 12 member 4,,,,,,,,,,415200,271644,344369
Q9UPN3,MACF1_HUMAN,MACF1,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5",14160800,14929000,15668600,14152000,17674100,13966900,15976700,15049700,13141200,15954000,10768300,13177900
Q9UPN6,SCAF8_HUMAN,SCAF8,SR-related and CTD-associated factor 8,702853,498568,545397,,583712,,795108,746954,910793,824795,781571,675570
Q9UPN7,PP6R1_HUMAN,PPP6R1,Serine/threonine-protein phosphatase 6 regulatory subunit 1,226275,,89381.9,,402054,380055,298365,330893,286137,,202831,290468
Q9UPN9,TRI33_HUMAN,TRIM33,E3 ubiquitin-protein ligase TRIM33,1226740,645895,575720,642901,788975,926512,934416,903049,631570,804562,908085,681314
Q9UPQ3,AGAP1_HUMAN,AGAP1,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",100932,,86857.5,95283.4,252250,239588,316369,302783,200234,250365,218049,228453
Q9UPR3,SMG5_HUMAN,SMG5,Nonsense-mediated mRNA decay factor SMG5,,,,,362974,364085,363948,289063,328231,328693,269972,302746
Q9UPS8,ANR26_HUMAN,ANKRD26,Ankyrin repeat domain-containing protein 26,,,,,,,,,137917,159736,96462.4,147561
Q9UPT5,EXOC7_HUMAN,EXOC7,Exocyst complex component 7,678036,374948,,334445,3508520,46211000,2961890,3615170,3338300,2984790,2569570,2328750
Q9UPT9,UBP22_HUMAN,USP22,Ubiquitin carboxyl-terminal hydrolase 22,1002680,505268,878242,926005,1289260,1393380,1423770,498539,1092840,1314310,810234,827210
